id,comments,label,conf_fake_diff
politifact13949,plantlady35 gentlemanirish freedomoutpost read this and make your own decision,1,0.047661781311035156
politifact13949,yeah i was reading about dr sebi ages ago bad news man,1,-0.0023378729820251465
politifact13949,elevensages outrageous i truly hope jesus doesnt wait much longer to clear this mess,1,-0.02225518226623535
politifact13949,from multiple sources ive heard about that omarzaidmd,1,0.10918474197387695
politifact13949,you cant be 20 on sugar mountain the barkers and the colored balloons,1,0.03920024633407593
politifact13949,sure they don’t want a cure it would kill their billions kick back,1,-0.023556828498840332
politifact15409,is my dream finally coming true,1,0.0
politifact15409,brace do you believe everything you see on the internet,1,-0.0036641359329223633
politifact15409,yeah purely a whacky dem propaganda machine that was bound to collapse,1,0.0005761384963989258
politifact15409,wouldn’t this be amazing let this be true,1,-0.0017988085746765137
politifact15409,this has to be fake but hope its not,1,0.0017518997192382812
politifact15409,cnn is a lying sack of,1,0.0004923343658447266
politifact15409,fakenews cnn not to permanently close its doors as ratings plunge 30,1,-0.003779470920562744
politifact15409,please oh please oh please,1,0.0010092854499816895
politifact15409,i think they will try to rebrand themselves i guess time will tell,1,0.00365293025970459
politifact15409,you truly believe that bro compare it this way theyre too big to fail,1,-0.001677870750427246
politifact14694,i sure hope this is true,1,-0.006633162498474121
politifact14694,the morning herald seems to have deleted that page fake story,1,-0.028443634510040283
politifact14694,fancythatclinton’s not only fleeing usa butgoing 2ukraine2b safe with friendswhat’s going on shouldn’t b dt in firing line but hillry,1,-0.009822666645050049
politifact14694,i’m good with that as long as she stays out of the country permanently,1,0.009787440299987793
politifact14694,the morning herald seems to have deleted that page fake story,1,-0.028443634510040283
politifact14503,please no i live here,1,0.0007103681564331055
politifact14503,they already have the fuel supply hurt because of the houston pipeline being shut downbad situation,1,-0.0014238953590393066
politifact14503,way too early for such predictions,1,0.003112614154815674
politifact14503,i hope this is just fearmongering,1,-0.004765570163726807
politifact7668,im sorry why is this tweet worthy,0,0.0
politifact7668,this is a joke right cant be serious,0,0.0009362101554870605
politifact7668,he needs a sippy cup ive seen toddlers with better manners than trump,0,0.00047803670167922974
politifact7668,he wants to make sure you bastards dont try to poison him,0,0.0
politifact7668,thats news cbs is sad and never watch,0,0.0
politifact7668,does potus have 2 water glasses,0,-0.0003590509295463562
politifact7668,news24365 no thank you listening to a lying dictator scum makes me physically ill,0,-0.0005584470927715302
politifact7668,alexyudelson will this be on all major networks or cnn,0,-0.00027742981910705566
politifact7668,abc arlettesaenz he took 30min to say im not running5 seconds to tweet it,0,-0.00021138787269592285
politifact7668,abc arlettesaenz im sad happy at the same time will now just focus on hillary for president,0,-0.00021642446517944336
politifact15187,and not only do they disdain and avoid truth they could possibly be putting her in danger with their lie,1,-0.00852850079536438
politifact15187,from the same group of people who constantly cry about fake news seem to stay busy making it,1,-0.10511469841003418
politifact15187,that is capital t true,1,0.002902984619140625
politifact15187,no the parkland teens are the angels among us they r americas hope and change,1,0.002419710159301758
politifact15187,you have to be some kind of vile to try discrediting children who survived a mass shooting unreal,1,0.001450270414352417
politifact15187,not villains useful idiots it’s the left who believes the nra and many law abiding americans are villains mepolitics,1,-0.003477036952972412
politifact15187,radical left wing socialist fake news,1,-0.07240289449691772
politifact15187,theyre not villians just grossly misinformed and badly coached,1,0.00316658616065979
politifact15187,not fake images of emma wearing a cuban flag on her jacket,1,-0.03659886121749878
politifact15187,they love their fake news,1,-0.043339669704437256
politifact15280,assad isnt good before isis assad was still killing his own people,1,0.001536548137664795
politifact15280,evil woman thats what she and trump wants,1,0.0015839338302612305
politifact15280,israel ambassador pushes war to elite us powerbrokers mintpressnews,1,-0.0017374753952026367
politifact15280,damne u hillary and usa drmimranqureshi basemn63 syria israel syriaisbleeding syrianchildren ghoutagenocide,1,-0.003274083137512207
politifact15280,or the reverse may happen,1,0.0005494356155395508
politifact15280,… federal reserve caught donating to hillary clinton campaign,1,0.0029287338256835938
politifact15280,well crooked was wrong syria stays where it is as one country hclinton was wrong,1,-0.0014896988868713379
politifact15280,clinton doesnt care about israel shes propalestine,1,0.005615592002868652
politifact15280,she has no soul lockherup lockthemallup deepstatecabal,1,-0.018735647201538086
politifact15280,she was never pro israel,1,-0.0074405670166015625
politifact14333,when even fox news is calling out trump you know things are bad for him,1,-0.008717238903045654
politifact14333,because trump and his cohorts are liars,1,-0.002649158239364624
politifact14333,maybe hell you can count on it,1,0.016573429107666016
politifact14333,out of all of themthebigbaldwin hes the realest over there,1,-0.004644155502319336
politifact14333,some people still believe big foot is still out there there were 29 trusted nixon the day he resign wow,1,-0.014735430479049683
politifact7923,beargrylls barackobama like seriously so cool im jealous,0,-0.02105163037776947
politifact7923,… heres the full story to my tweet alpha course is so awesome safe place to ask questions,0,-0.027082130312919617
politifact7923,shape of you is one of my favorites …,0,0.00013662874698638916
politifact7923,pitiful uninformed being check your facts,0,-0.009623467922210693
politifact7923,no but barackobama does check out the obamacages or obamagates you wish he did,0,-0.015066996216773987
politifact7923,right i live in ca we coexist with everyone even avatars lol,0,0.006356723606586456
politifact7923,agreed loving it that they are losing money,0,-0.01585046947002411
politifact7923,and yes i know he follows me aint no big thang,0,0.011226043105125427
politifact7923,he left you with hope because he never accomplished a damn thing,0,-0.0013820827007293701
politifact7923,i thought i was the only one,0,-0.008704587817192078
politifact14095,sister sister the clinton girlsso scary,1,-0.005218923091888428
politifact14095,yes and all her cannibal celebrity friends needs to be prosecuted,1,0.0023235082626342773
politifact14095,she needs to be investigated for cannibal club,1,-0.015199244022369385
politifact14095,somebody is dreamingmaybe some day,1,-0.008683264255523682
politifact14095,well it’s not true darn it lol,1,-0.006168007850646973
politifact14095,most news is only opinion so why not believe this story,1,-0.0032972097396850586
politifact14095,this is a hoax shameful,1,0.003041207790374756
politifact14095,sorry to inform you the page link will not load great piece to be vetted,1,0.005344271659851074
politifact14095,a clinton in handcuffs ill believe it when i see it,1,-0.02519857883453369
politifact14095,my heart just bleeds for those two women,1,0.017538368701934814
politifact14310,cnn claims people are to sensitive that its not racist because it is against whites maybe whites should strike back,1,0.0035263895988464355
politifact14310,inciting rape isnt that pretty fn ahole,1,0.010111451148986816
politifact14310,startreker1959 lets make this go viral fire his arse,1,0.012572765350341797
politifact14310,this is fake news theres enough liberal bias out there no need to make up stuff,1,-0.07371705770492554
politifact14310,bullitino when will cnn fire fareedzakaria when will theblaze foxnews report on this,1,0.012933671474456787
politifact14310,bullitino he didnt even use islam as an excuseblatant racism vs white women,1,0.015059292316436768
politifact14310,1611paul is he still alive,1,0.01402956247329712
politifact14310,joehos18 fire this pos immediately,1,0.012877345085144043
politifact14310,joehos18 isabosalem this turd should be fired immediately,1,0.01358860731124878
politifact14310,buddskevin joehos18 i have limited access,1,0.011729180812835693
politifact14595,las vegas shooter who killed 50 people ‘wasn’t alone’ …,1,-0.006438612937927246
politifact14595,the bullshit stories are unraveling i do hope this leads to the correct people being jailed,1,-0.009615659713745117
politifact14595,this story is complete bs,1,-0.061833083629608154
politifact14595,two windows brokenfor one shooter,1,0.002341926097869873
politifact14595,its a deep state hit team run by the shadow government led by mooby cow,1,0.0433308482170105
politifact14595,its probably going to stem back to hitlary and obama,1,0.039228200912475586
politifact14595,ive seen the videos however they have removed them now they are covering it up desperate to hide the truth,1,-0.059389710426330566
politifact14595,is that trueor fake newseither way very disturbing and scary,1,-0.09365743398666382
politifact14595,fairly easy to prove or disprove after the spent bullets have been analyzed paddocks guns ballistics have their own signature,1,0.1481066346168518
politifact14595,we will actually never now,1,-0.00846874713897705
politifact370,what is anecdotal evidence alex,0,-0.13547497987747192
politifact370,sorry that petrol is so expensive across the pond,0,-0.029587656259536743
politifact370,the gas tax in effect right now is only 12 cents per gallon which is still 438 but ok,0,0.16305816173553467
politifact370,and i paid 450 for gas just yesterday averages,0,0.11365962028503418
politifact370,point being from the original post was that gas is higher now than it was two years ago,0,-0.07583630084991455
politifact370,point being that they are trending down have been for at least 3 weeks,0,-0.11842620372772217
politifact370,now now dont bother bronwyn with facts that would be socialist,0,0.055531859397888184
politifact370,more like helicopter in the sky ms bishop,0,-0.08193409442901611
politifact370,pies in the sky then,0,-0.07812386751174927
politifact370,bishop lacks credibility is sky news so out of touch,0,0.07628166675567627
politifact15256,bruce willis is a fucking boss,1,0.015804529190063477
politifact15256,now i know the character of bruce willis i will never watch another film he is featured in,1,-0.059746503829956055
politifact15256,die hard will never be sullied by a failed actors attempts to be relevent,1,-0.04727661609649658
politifact15256,if that attitude was adopted by hollywood he wouldnt have an industry to work in,1,-0.04491293430328369
politifact15256,now i know why ive always liked him,1,-0.000834047794342041
politifact15256,please please dont say canada,1,0.10095518827438354
politifact15256,thank you mr willis those hollywood scum bags need to listen to you,1,0.003856837749481201
politifact15256,awwww how nice im maga too but i just could never watch his movies hummm,1,-0.006766200065612793
politifact15256,snopes is not fact checking,1,0.06211012601852417
politifact15256,you know your country is great when even people who hate it refuse to leavemichaelkeyes,1,-0.001330554485321045
politifact15427,well thats interesting schohariebuzz icetrends,1,-0.001950681209564209
politifact15427,comradearthur probably isnt u791 … which was reported damaged in air raid on kiel late in 42,1,-0.01609259843826294
politifact15427,debbywitt wow its not even on,1,-0.0005957484245300293
politifact15427,well it was an interesting excursion to think about in that way garyl,1,0.011725842952728271
politifact15427,behindawoodshed shareaholic hehehe oh well there goes my theory about how certain prominent families actually got here,1,0.016247153282165527
politifact15427,apparently not garyl … photoshopped also august 28 2013 … same sub pict shareaholic,1,-6.151199340820312e-05
politifact15427,which way was it headed,1,-0.005607128143310547
politifact15427,it looks like via the st lawrence,1,-0.026016533374786377
politifact15427,probably shadowing a freighter through the wellandcanal …,1,-0.0025946497917175293
politifact15427,they went everywhere thousands of nazies escaped hitler included,1,-0.011521875858306885
politifact13773,christhrall and i thought i was having a bad day,1,0.006185173988342285
politifact13773,“christhrall japanese whaling crew eaten alive by killer whales 16 dead …” karma,1,0.0024820566177368164
politifact13773,mariannesansum you cant keep destroying lifeand think it will not come back to bite you,1,0.024511277675628662
politifact13773,mariannesansum sure it is not the onion,1,0.001040816307067871
politifact13773,mariannesansum shades of moby dick,1,0.005744338035583496
politifact13773,mariannesansum got to love karma,1,0.0056231021881103516
politifact13773,llewgnal well these peopleare so cruelguess they have reaped it,1,-0.0006996393203735352
politifact13773,mariannesansum donnam8470donna they had it coming,1,0.00437319278717041
politifact13773,lizpearsonyes if its true whales 16 whalers 0 the empire strikes back karma,1,-0.008353769779205322
politifact13773,stevehearne7 shareaholic love it …,1,-4.76837158203125e-07
politifact13897,fuldaoriginal omg thats horrible what in the world is wrong with these people i hope he gets prison time,1,0.0038101673126220703
politifact13897,snoops influence is a weapon and he shouldnt be using his platform that way not cool,1,-0.0032328367233276367
politifact13897,laraborland his audience profile is troubled teenboys he shouldb responsible not set them up as wannabe shooters haloedekti,1,-8.702278137207031e-06
politifact13897,we must all call the secret service and report these bastards,1,0.006622195243835449
politifact13897,stevecboston excellent news example is great,1,-0.038352370262145996
politifact13897,org is known to be a reliable source,1,-0.004481911659240723
politifact13897,i was informed this was not true however before i post i research it …,1,-0.02480560541152954
politifact13897,thank you trinitybeliever loman920 melgrissom potus madonna,1,-1.3649463653564453e-05
politifact13897,trinitybeliever loman920 melgrissom potus madonna unfortunately this is fake news,1,-0.08231770992279053
politifact13897,good wish it were true hope it is,1,0.0027747750282287598
politifact14144,we all know what happened wasn’t death by seizure duhsaybravethings wwg1wga maga pedogatewalkaway,1,0.026042461395263672
politifact14144,incrediblewill we ever be rid of these wretched monsters carrollquigley1 education4libs anondecoder 5strat inthematrixxx,1,-0.004076480865478516
politifact14144,nahnothing to see here lookover there a squirrel,1,0.0007760524749755859
politifact14144,i know everyone says trust the plan but people keep dying the longer these criminals are walking the streets,1,0.0006026029586791992
politifact14144,incredible report what an evil family,1,1.633167266845703e-05
politifact14144,not only are the clintons neck deep in these murders the usag southern district of ny is as well,1,-0.004668235778808594
politifact14144,threadreaderapp unroll please there should be close to 60 tweets in this thread thank you,1,0.009611248970031738
politifact14144,and yet the clintons still walk free,1,0.0
politifact14144,im wondering about this guy,1,-1.1563301086425781e-05
politifact14144,hallo please find the unroll here … share this if you think its interesting,1,-0.01545858383178711
politifact13731,fucking hell screams into the void,1,-0.00015920400619506836
politifact13731,so no contraception if you get pregnant abortions out now you cant even feed your kid wtf,1,-0.016301393508911133
politifact13731,luckily im from massachusetts a bastion of sense in an insane country but im still considering renunciation,1,0.010111093521118164
politifact13731,yowsers hows that irish accent coming,1,0.0064269304275512695
politifact13731,brittpettibone this is disgraceful antiwoman antifamily,1,-0.003275752067565918
politifact13731,this is fake from a fake news site see snopes,1,-0.08040833473205566
politifact13731,shout out for pro bono advocate to wipe the floor with the bastards on appeal,1,0.004515469074249268
politifact13731,but raping children in church is ok right gotta have religion 2 pray away ur dirty little secrets wtf,1,-0.0070043206214904785
politifact13731,yes fubar by design no mother shld be jailed 4 feeding her baby period wtf revolution yet,1,-0.0015292167663574219
politifact13731,neither shld be ashamed i stand 4 equality,1,0.0038577914237976074
politifact14036,the bulldozer is going to run out of gas soon,0,0.0
politifact14036,he’d rather we think he’s insane which he’s not he’s following a clear program,0,5.246372893452644e-06
politifact14036,only if you expect the donald to act the part this is what stolen elections look like,0,0.0
politifact14036,i can’t with the hats,0,0.0
politifact14036,he just blurts things out,0,1.3487879186868668e-06
politifact14036,also what is going on with his brown splotchy face,0,0.0
politifact14036,realdonaldtrump is a direct threat to the national security of the usa,0,0.0
politifact14036,asshole realdonaldtrump needs to be indicted for treason,0,0.0
politifact14036,america has been dumbf by a madman,0,0.0
politifact14036,not another transcript need a trump translator,0,0.0
politifact14756,we the people know too,1,-0.00035959482192993164
politifact14756,i was just wondering we i havent seen her around lately hmmm,1,0.02341359853744507
politifact14756,i dont think shes out of the woods,1,-0.00035959482192993164
politifact14756,she was haunted by burying a child,1,-0.007192134857177734
politifact14756,she better keep looking over her shoulder as well,1,-0.002373039722442627
politifact14756,why did she scared seth rich was murdered by dnc,1,0.009583473205566406
politifact14756,who the hell is she to get updates,1,-0.0002835392951965332
politifact14756,podesta jennifer mook clinton seth realdonaldtrump potus,1,-0.0007534623146057129
politifact14756,i think only donnabrazile knows that answer for sure,1,0.00625002384185791
politifact14756,can they leave that poor family alone,1,-0.0018552541732788086
politifact13576,these tweets look true to those who dont click through maybe add a question mark or the word false,1,-0.0312003493309021
politifact13576,thats kinda mean yeah he just wants to play golf,1,0.06427133083343506
politifact13576,jjauthor johnmahr23 ya burnt i guess you didnt actually read this fakenews article,1,0.022280752658843994
politifact13576,jjauthor johnmahr23 so it seems that the article was a spoof to make the right look stupid,1,-0.029720306396484375
politifact13576,jjauthor johnmahr23 you probably should have read the entire article before tweeting it,1,-0.03898745775222778
politifact13576,jjauthor johnmahr23 total abuse of taxpayer money,1,-0.02163141965866089
politifact13576,jjauthor johnmahr23 fake prank article dont retweet,1,-0.16267645359039307
politifact13576,jjauthor johnmahr23 good for them hes pulled this kind of stuff for 8 years,1,-0.04977303743362427
politifact13576,has nothing set up for comments for me to tell him hes the stooge,1,-0.09778714179992676
politifact13576,so many fake news stories,1,-0.2353188395500183
politifact15416,that swamp is massive deep,1,0.0013817548751831055
politifact15416,smart move on his part,1,-0.0001628398895263672
politifact15416,so much for draining the swamp heh,1,0.011779487133026123
politifact15416,listen sessions needs to resign just like how they forced sallyqyates out of office for doing her work resignnow,1,-0.025018751621246338
politifact15416,dont worry nbcnews tomorrow youll have a new fakenews story,1,-0.009984791278839111
politifact15416,he obstructed justice should resign,1,-0.0051898956298828125
politifact15416,the statement might be a lie too,1,-0.022907137870788574
politifact15416,yea sorry dont believe a word of that like everyone part of dumps cabinet,1,-0.03986877202987671
politifact15416,curiously selective language the presidential campaign i fear is just one of many corrupt engagements between gop and russia,1,-0.007160484790802002
politifact15416,not good enough resignation good enough jail for perjury best of all anothertrumpfail,1,-0.0010589361190795898
politifact10533,crooked impeached attorney general birds of a feather,0,-0.012000933289527893
politifact10533,cenkuygur tell the turkish pm to stick his ideas where the light bulb dont shine,0,0.08172696828842163
politifact10533,cenkuygur it must have been so tempting to call out holder and start ranting at him,0,0.026427045464515686
politifact10533,cenkuygur no young turks invited,0,0.009512469172477722
politifact10533,cenkuygur specially invited or did u just show up,0,0.11619910597801208
politifact10533,cenkuygur miss you on msnbc,0,-0.0334872305393219
politifact14666,nobody has the right to make political statements at work,1,0.002941727638244629
politifact14666,so why bring this up it did not happen,1,0.0724940299987793
politifact14666,id respect him more if he protested police at a police station,1,-0.01986938714981079
politifact14666,more bullshit read on folks,1,0.0024178624153137207
politifact14666,typical racist republican asshole owner,1,0.0001685023307800293
politifact14666,he wasnt fired nor fined he actually did a ride along with the tampapd this misinformation doesnt help the cause,1,0.007194221019744873
politifact14666,thats what im talkin about i have just become an nhl fan by god they respect america god bless em,1,0.0020501017570495605
politifact14666,no linguine spines in the nhl,1,-0.000542759895324707
politifact14666,tampa bay lightning’s jt brown fired for raising fist during national anthem is fake news read more at …,1,-0.09146291017532349
politifact14666,bc its a black power fist,1,-0.001573324203491211
politifact14605,saw her on the newd being interviewed so sad,1,-0.0084800124168396
politifact304,goverment abdicated responsibility probably why sampson won,0,0.0
politifact304,remain was the policy of his government why would he muzzle himself how much he helped is another question entirely,0,0.00030927197076380253
politifact304,i agree this truly is fascinating,0,0.0
politifact304,yeah he took his time on the stage for granite,0,0.0
politifact304,breaking first images emerge of front runners in 2020 democrat debate which pasty white filthy rich octogenarian is your favorite,0,0.0
politifact304,the battle to see who is the most woke will be epic,0,3.316439688205719e-06
politifact304,all presidential candidates need to draw a clock,0,0.0
politifact304,you media bros are so cynical amd sophomoric,0,0.0
politifact304,walk away from the plantation,0,0.0
politifact304,best of luck to you and yours bensasse,0,0.0
politifact13823,so your in business to spread fake news,1,-0.03741049766540527
politifact13823,how about accessory to murder,1,-0.0021129846572875977
politifact13823,you mean this made up story you sad gullible child abuse supporter,1,0.004071652889251709
politifact13823,this is obamas faultobama needs to be ashamedplh,1,0.0005491971969604492
politifact13823,what did they think would happen obama was the worst president ever,1,0.014677047729492188
politifact13823,you know ur is a totally made up news site right,1,-0.014477014541625977
politifact13823,madeusa wellthats another life on obamas head what a failure,1,0.005327105522155762
politifact13823,this is about the third one that i recall reading of since that bum left office,1,-0.01145094633102417
politifact13823,that could be barrys son potus44,1,-0.0006737112998962402
politifact13823,hmm its almost like not everyone who is in prison deserves to be freed immediatelybut that cant be,1,-0.011286139488220215
politifact11580,uechigbu thank you for posting this,0,0.0
politifact11580,“buzzfeednews full transcript of buzzfeednews’ interview with president barack obama … ” hr hr,0,-3.1723640859127045e-05
politifact11580,“full transcript of buzzfeednews’ interview with president barack obama … ” kristapylant8,0,-1.1210329830646515e-05
politifact11580,bbcworld bbcjonsopel turkey state panicking if i̇stanbul become a battleground of kurds against islamicstate,0,-1.5171244740486145e-06
politifact11580,bbcworld glad bbcjonsopel asked obama on china while us continues its political ambitions china makes economic inroads bbcworldservice,0,-2.3063737899065018e-05
politifact11580,bbcworld beatriztalegon god morning bbcjonsopel for when an interview to me the president off spain mrf,0,-2.716807648539543e-05
politifact11580,bbcworld bbcjonsopel while your at it read this too,0,2.5425106287002563e-06
politifact11580,bbcworld bbcjonsopel whatever hes saying however interminably hes one of the hobbling anatidae so,0,-1.0346993803977966e-05
politifact11580,bbcworld bbcjonsopel it only takes a few mins to read comprehend the whole thing with try it at 600700 wpm,0,5.1958486437797546e-05
politifact11580,alarabiyaeng who is a muslim barackobama well only lord of abraham pbuh knows so humanity first most well,0,-1.8281396478414536e-05
politifact14356,and she calls herself a journalist what a moron,1,-0.007330358028411865
politifact14356,so what caused all the bullet wounds in the revolutionary war gretch slingshots,1,-0.0109444260597229
politifact14356,well now that we have that cleared up for us lets tell google to start correcting their facts,1,-0.00016051530838012695
politifact14356,i guess if foxnews audiences are as ignorant as their hosts whos gonna know when theyre misinformed,1,-0.0009256601333618164
politifact14356,sweet jesus so when they fought the revolutionary war they must have used stones and branches,1,0.001193225383758545
politifact14356,does she think the revolutionary war was fought with spears,1,-0.011786222457885742
politifact14356,speechless smart by gop standards like trump self proclaimed astronomically high iq,1,0.003303825855255127
politifact14356,good old fakenews dumbing down the american people one day at a time,1,-0.016320645809173584
politifact14356,yes and bunker hill was won with sharpened sticks,1,-0.012753963470458984
politifact14356,gretchen carlson is giving us blondes a really bad name differences she gets hers from a box,1,0.01020205020904541
politifact10185,politico politicomag why voters should prefer democrats over the gop nov 4httpbettertimesaheadaprilfoolcomagendaforusagreatnesshtml …,0,0.010536760091781616
politifact10185,politico politicomag no blame liberal ideologyresult failed recoveryfailed foreign policy failed obamacare failed the minoritiesetc,0,-0.0002872347831726074
politifact10185,usrealitycheck why voters are better off electing democrats instead of the gop nov 4thhttpbettertimesaheadaprilfoolcomagendaforusagreatnesshtml …,0,0.002801179885864258
politifact10185,hey theres also the chance theyll win due to the other candidate also being terrible and feel completely justified,0,0.004676699638366699
politifact10185,democrats are so great about destroying themselves from the inside during elections,0,0.007565170526504517
politifact10185,well neither of you are endearing themselves to me,0,-0.00251692533493042
politifact10185,yeah man im pretty fed up these days myself,0,0.005160480737686157
politifact10185,hey guys my tolerance for this crap is at a limit so,0,-0.004774659872055054
politifact10185,not when the other side is too busy screaming about nonsense and not learning a damn thing,0,5.301833152770996e-05
politifact10185,a few tweets ago you said we are the only ones who care you dont see that as divisive,0,0.008114218711853027
politifact8130,weywerdsun huffpostpol stupid political stunt from scott walker i thought republicans wants state autonomy oh except when obama agrees,0,0.001330958679318428
politifact8130,good2bright i know wish i lived in a state with a governor like him,0,-6.395578384399414e-05
politifact8130,dickdadamo good for scott walker,0,0.0
politifact320,nope that is you guns are not the problem the absense of them in the right hands is,0,0.19052055478096008
politifact320,saved someones life with their registered gun,0,0.12046939134597778
politifact320,a town hall meeting with registered gun ownerswho saved someone,0,0.262417733669281
politifact320,finally thank younow there should be a televised town hall meeting,0,0.20497727394104004
politifact320,ron paul is the only trustworthy guy in washington,0,0.12696072459220886
politifact320,he should join the “i’m a complete dipshit movement and it really stinks”,0,0.2056182622909546
politifact320,and trump just endorsed mitt and mitt thanked him all on twitter good grief the plot thickens,0,0.2356044203042984
politifact320,i guess that olmitt the twitis just trying to ruin his political career,0,0.23452521860599518
